period,usa_Total,same_day,overnight,overseas_total,asia,europe,other,usa_total_%,same_day_%,same_day_%_filled,overnight_%,overnight_%_filled,overseas_total_%,asia_%,europe_%,other_%,bc_drinking_places,bc_food_services,ca_drinking_places,ca_food_services,bc_drinking_places_%,bc_food_services_%,ca_drinking_places_%,ca_food_services_%,air_vancouver_domestic,air_vancouver_trans_border,air_vancouver_other_int,victoria_total,bc_ferries_vehicles,bc_ferries_vehicles_filled,bc_ferries_passengers,bc_ferries_passengers_filled,air_vancouver_domestic_%,air_vancouver_domestic_%_filled,air_vancouver_trans_border_%,air_vancouver_trans_border_%_filled,air_vancouver_other_int_%,air_vancouver_other_int_%_filled,victoria_total_%,victoria_total_%_filled,bc_ferries_vehicles_%,bc_ferries_vehicles_%_filled,bc_ferries_passengers_%,bc_ferries_passengers_%_filled,employement_air_transport,employement_accomodation,employement_food_and_beverage,employement_art_entertainment_recreation,hotel_occupancy_rate,hotel_occupancy_rate_filled,hotel_room_rate,hotel_room_rate_filled,hotel_room_revenue,hotel_room_revenue_filled,cpi_traveller_accomodation,cpi_restaurant_meals,employement_air_transport_%,employement_accomodation_%,employement_food_and_beverage_%,employement_art_entertainment_recreation_%,hotel_occupancy_rate_%,hotel_occupancy_rate_%_filled,hotel_room_rate_%,hotel_room_rate_%_filled,hotel_room_revenue_%,hotel_room_revenue_%_filled,cpi_traveller_accomodation_%,cpi_restaurant_meals_%,month_num
2015-03-01,421672,162124,259547,138336,69430,40295,28608,-0.48004984588370103,-0.5233867355516453,-0.5233867355516453,-0.4529624743027205,-0.4529624743027205,0.482305770236513,3.432351100914688,-0.07687348112880299,-5.327950228340727,55775.5301811629,767793.372850231,217024.0,4881931.0,-5.30220336561622,-2.4339998514959826,0.26796769603223414,0.41544856535724595,847.38908279742,432.155425582586,402.156896018858,143.916525341443,650.364828490366,650.364828490366,1678.87195167421,1678.87195167421,-0.7461329379150672,-0.7461329379150672,2.867013742902147,2.867013742902147,3.6331020207599263,3.6331020207599263,1.0274913415776465,1.0274913415776465,-2.843428801397696,-2.843428801397696,-3.0647458294317143,-3.0647458294317143,15915.0,36055.1524598846,176008.385897514,37418.5917699272,64.2720399613725,64.2720399613725,143.78451196593,143.78451196593,147415.376876846,147415.376876846,93.401915195857,131.3,-0.5125961117709577,0.3879927039994069,0.44401518377656934,0.5061442074778988,-2.93731627051117,-2.93731627051117,-1.0433252461112485,-1.0433252461112485,-3.6879333335422038,-3.6879333335422038,-0.2624079709433125,-0.07610350076102668,3
2015-04-01,423045,159189,263855,137308,69027,39898,28382,0.3256085298525946,-1.8103427006488815,-1.8103427006488815,1.659814985339847,1.659814985339847,-0.743118204950266,-0.5804407316721827,-0.985233899987592,-0.789988814317677,56252.8339487136,780279.068743232,215977.0,4935239.0,0.8557583693070914,1.626179169357922,-0.48243512238277386,1.091944970135783,843.095254582556,425.600685476937,396.17897013856,141.372091383114,654.96779416888,654.96779416888,1683.15943659476,1683.15943659476,-0.5067127134431693,-0.5067127134431693,-1.5167552499919745,-1.5167552499919745,-1.486466088105498,-1.486466088105498,-1.7679929058127986,-1.7679929058127986,0.7077513230840715,0.7077513230840715,0.25537891179101546,0.25537891179101546,15909.0,35923.5540502306,176572.148854119,37582.8997299442,64.2588464463432,64.2588464463432,144.52392202239,144.52392202239,151551.297239142,151551.297239142,94.9342778752897,131.7,-0.037700282752117786,-0.3649919655738909,0.32030460010767925,0.43910781310869673,-0.020527612064635825,-0.020527612064635825,0.5142487506826887,0.5142487506826887,2.8056234362519916,2.8056234362519916,1.6406116258102843,0.30464584920029125,4
2015-05-01,437424,167807,269617,143989,70653,42050,31284,3.3989291919299447,5.413690644454072,5.413690644454072,2.1837751795493743,2.1837751795493743,4.865703382177289,2.355599982615497,5.393754072885848,10.224790360087388,55214.9611029409,778810.565169353,215854.0,5033776.0,-1.8450143271340758,-0.1882023538378741,-0.05695050861896922,1.996600367277046,856.671119989377,427.548004942665,410.295559625777,141.086204123744,656.017973409308,656.017973409308,1694.97011675404,1694.97011675404,1.6102409938889783,1.6102409938889783,0.45754613001758315,0.45754613001758315,3.563184962159882,3.563184962159882,-0.20222326526615486,-0.20222326526615486,0.16034059228218212,0.16034059228218212,0.7016970527268906,0.7016970527268906,16132.0,36301.6927557958,177346.413605711,39323.6881733103,65.5053359417985,65.5053359417985,148.817972217579,148.817972217579,160854.814669502,160854.814669502,95.4158686526181,132.1,1.4017222955559738,1.0526205314665082,0.43849766603434315,4.63186304376384,1.9397943853476152,1.9397943853476152,2.9711691567045673,2.9711691567045673,6.138857007392962,6.138857007392962,0.5072886086109563,0.30372057706911093,5
2015-06-01,452636,180173,272463,139027,66800,40192,32033,3.477632685906573,7.369180069961323,7.369180069961323,1.0555714216833545,1.0555714216833545,-3.4460965768218443,-5.45341316009228,-4.4185493460166425,2.394195115714104,55741.7744068886,782717.805575246,220294.0,4998746.0,0.9541133298374138,0.5016932975277832,2.0569458986166467,-0.6958990626519723,856.129455274197,418.969539331917,413.598617699498,143.248357594822,664.876201527512,664.876201527512,1718.82671068781,1718.82671068781,-0.06322901549274951,-0.06322901549274951,-2.0064333154585445,-2.0064333154585445,0.8050435829073166,0.8050435829073166,1.5325052399748573,1.5325052399748573,1.3503026559116948,1.3503026559116948,1.4074934830978991,1.4074934830978991,16419.0,36295.0890819593,177638.394487261,39625.5885558393,67.4933510408794,67.4933510408794,154.051712799109,154.051712799109,171647.894518456,171647.894518456,99.60341878001,132.2,1.7790726506322851,-0.018191090649477548,0.16463872914800337,0.767731605434463,3.0348903192363608,3.0348903192363608,3.516874006237636,3.516874006237636,6.709827039451599,6.709827039451599,4.388735528507914,0.07570022710068347,6
2015-07-01,437068,161893,275175,144539,72246,40239,32052,-3.4394082662448366,-10.145804310301765,-10.145804310301765,0.9953645082084517,0.9953645082084517,3.964697504801218,8.152694610778433,0.11693869426752102,0.05931383261013057,58199.1607269135,791671.678185862,216976.0,5022691.0,4.408518290227259,1.143946457693712,-1.5061690286616969,0.47902013825067424,860.867249687708,418.369795665461,411.423953145004,143.033239538657,661.433230680805,661.433230680805,1690.96587344609,1690.96587344609,0.5533969640132863,0.5533969640132863,-0.14314731982958406,-0.14314731982958406,-0.5257910596002002,-0.5257910596002002,-0.15017139447662808,-0.15017139447662808,-0.5178363789825835,-0.5178363789825835,-1.6209218223383948,-1.6209218223383948,16371.0,35945.3474917976,179564.853864361,39700.1057554625,67.401669459323,67.401669459323,153.254901853265,153.254901853265,169993.867264154,169993.867264154,98.8679936504789,132.2,-0.2923442353371053,-0.9636058183296714,1.0844836684437364,0.18805323110391292,-0.13583794572723518,-0.13583794572723518,-0.5172360185849212,-0.5172360185849212,-0.9636163956116439,-0.9636163956116439,-0.7383533000563047,0.0,7
2015-08-01,439513,163839,275674,140602,70036,38737,31827,0.5594095198001137,1.2020285003057518,1.2020285003057518,0.18133914781501836,0.18133914781501836,-2.7238323220722394,-3.058992885419265,-3.732697134620644,-0.7019842755522254,59418.6104025349,798653.071021467,221073.0,5073695.0,2.095304572076895,0.8818545652161003,1.8882272693754087,1.0154715868445852,870.745830469939,420.34418450744,410.655833881385,140.866184501747,661.664729427696,661.664729427696,1691.67180882434,1691.67180882434,1.1475149955831876,1.1475149955831876,0.47192432685980723,0.47192432685980723,-0.18669775003311573,-0.18669775003311573,-1.5150709330919665,-1.5150709330919665,0.034999564000237626,0.034999564000237626,0.04174746453109446,0.04174746453109446,16148.0,35880.8144559344,178818.779718548,40121.1443645254,66.4688349444544,66.4688349444544,154.314261840147,154.314261840147,167830.074527842,167830.074527842,99.8812245165452,132.5,-1.3621648036161504,-0.17953098346851215,-0.4154900748988277,1.0605478273945534,-1.3839931894143453,-1.3839931894143453,0.691240524166914,0.691240524166914,-1.2728651751593323,-1.2728651751593323,1.0248320297145952,0.22692889561271024,8
2015-09-01,436528,161101,275427,140885,68704,40056,32123,-0.6791607984291681,-1.6711527780320923,-1.6711527780320923,-0.08959858383452701,-0.08959858383452701,0.20127736447561606,-1.9018790336398417,3.405013294782755,0.9300279636786479,59510.5799404268,802640.562456229,222505.0,5082300.0,0.15478237755619517,0.49927704274173035,0.6477498382887026,0.16960026174217546,876.694205293306,420.668847411875,407.91552777113,143.768391912995,668.046214288785,668.046214288785,1709.8868519068,1709.8868519068,0.6831356080288842,0.6831356080288842,0.07723739649578842,0.07723739649578842,-0.6672999344376818,-0.6672999344376818,2.0602584087255016,2.0602584087255016,0.9644589740499976,0.9644589740499976,1.0767480422292364,1.0767480422292364,15993.0,35867.9216799238,179377.8596274,40227.0789974293,66.6021256420039,66.6021256420039,151.667266795162,151.667266795162,168182.61220966,168182.61220966,101.114888008485,132.6,-0.9598711914788227,-0.03593222786633099,0.3126516743554353,0.2640369176447832,0.20053111756943576,0.20053111756943576,-1.7153275487440056,-1.7153275487440056,0.21005632203274782,0.21005632203274782,1.235130524191197,0.07547169811319421,9
2015-10-01,434678,162153,272525,141543,68536,40212,32793,-0.4237987024887313,0.6530064990285522,0.6530064990285522,-1.0536367168069938,-1.0536367168069938,0.4670475920076633,-0.24452724732184627,0.38945476333134277,2.0857329639199396,57272.8226162613,808656.52894594,220116.0,5115932.0,-3.7602680504972508,0.7495218621023758,-1.0736837374440977,0.6617476339452644,875.824436429889,425.10513847791,411.966795401053,142.386957071184,670.520116434769,670.520116434769,1716.83700713217,1716.83700713217,-0.09921006186256465,-0.09921006186256465,1.0545803648948304,1.0545803648948304,0.9931633767558123,0.9931633767558123,-0.960875212854162,-0.960875212854162,0.3703190128272471,0.3703190128272471,0.40646872146068436,0.40646872146068436,16170.0,36080.6799952042,180046.145631985,41660.2929591404,65.8756689736164,65.8756689736164,153.778734661882,153.778734661882,168484.552967263,168484.552967263,98.068329171222,133.0,1.1067341962108346,0.5931715731371412,0.37255768687014523,3.562808927296679,-1.0907409656747413,-1.0907409656747413,1.3921711067502063,1.3921711067502063,0.17953149474607688,0.17953149474607688,-3.012967622539764,0.3016591251885359,10
2015-11-01,448768,164564,284203,145577,71575,42645,31356,3.2414799000639594,1.4868673413381162,1.4868673413381162,4.285111457664437,4.285111457664437,2.8500173092275816,4.43416598575932,6.050432706654729,-4.3820327508919625,57867.8315563526,810909.441780844,222845.0,5126790.0,1.0389027690811847,0.27859947385087125,1.239800832288429,0.21223894297266455,874.521600978606,427.633112324235,413.081341739017,143.661699062735,673.602452683971,673.602452683971,1701.3754134035,1701.3754134035,-0.14875532094009714,-0.14875532094009714,0.5946702633086165,0.5946702633086165,0.2705427598549415,0.2705427598549415,0.8952659834662535,0.8952659834662535,0.45969332964850285,0.45969332964850285,-0.9005859999777766,-0.9005859999777766,16019.0,36318.0625140512,179347.267277315,41106.0996793037,64.5851155325163,64.5851155325163,152.42001874645,152.42001874645,164428.321866434,164428.321866434,100.837074104784,133.4,-0.933828076685217,0.6579214107897968,-0.38816624050287407,-1.3302673612503035,-1.959074512954051,-1.959074512954051,-0.8835525395754051,-0.8835525395754051,-2.4074795163074314,-2.4074795163074314,2.8232814375045656,0.3007518796992459,11
2015-12-01,460193,166283,293909,149546,72243,43729,33572,2.54585888476897,1.044578401108387,1.044578401108387,3.4151645126898833,3.4151645126898833,2.7263922185509992,0.9332867621376195,2.5419158166256395,7.067227962750344,59277.7418580937,831513.970025855,225591.0,5191223.0,2.4364318893962844,2.5409160608317993,1.2322466288227307,1.2567903112864043,885.029736648036,425.520995823229,436.254325895592,144.667591322174,688.794856811957,688.794856811957,1759.76981828355,1759.76981828355,1.2015867484200804,1.2015867484200804,-0.4939085492062234,-0.4939085492062234,5.609787181144488,5.609787181144488,0.700181235500863,0.700181235500863,2.255396201045845,2.255396201045845,3.4321881237977525,3.4321881237977525,16283.0,36624.2744516196,180231.507280618,41450.5153495508,66.7850235586827,66.7850235586827,154.928222941963,154.928222941963,171045.80429867,171045.80429867,101.152270032347,133.8,1.6480429489980741,0.8431395189375301,0.4930323259042302,0.8378699826403269,3.4062152061318463,3.4062152061318463,1.6455871191600968,1.6455871191600968,4.024539299021379,4.024539299021379,0.31257940629600967,0.2998500749625155,12
2016-01-01,464010,172190,291819,151677,73452,44684,33538,0.8294346067845515,3.5523775731734375,3.5523775731734375,-0.7111044575021541,-0.7111044575021541,1.424979604937615,1.6735185415888143,2.183905417457521,-0.10127487191707862,59093.7739903515,846171.341155615,227934.0,5246478.0,-0.31034898087481944,1.7627329976553918,1.0386052635078524,1.0643927259530228,898.054422376351,434.081778246488,440.823151977536,145.316027365699,663.801417522187,663.801417522187,1706.46014262291,1706.46014262291,1.471666452434106,1.471666452434106,2.011835492793246,2.011835492793246,1.0472849919744842,1.0472849919744842,0.4482248149697554,0.4482248149697554,-3.6285751907978114,-3.6285751907978114,-3.0293550387537227,-3.0293550387537227,15851.0,37319.7452311158,182225.614433662,41399.8893589914,65.6071185195539,65.6071185195539,155.249389364123,155.249389364123,172605.658176159,172605.658176159,101.275704372045,134.2,-2.6530737579070207,1.8989339445206088,1.1064142907816876,-0.12213597378095686,-1.7637263212070264,-1.7637263212070264,0.20730013942023007,0.20730013942023007,0.9119509735329601,0.9119509735329601,0.12202824480214147,0.2989536621823552,1
2016-02-01,480922,180698,300224,149192,75673,43080,30438,3.6447490355811407,4.941053487426683,4.941053487426683,2.8802099931807046,2.8802099931807046,-1.6383499146212066,3.0237433970484062,-3.589651776922387,-9.2432464666945,59947.8025901866,832733.085041106,227976.0,5248599.0,1.4452091010036527,-1.5881247048802782,0.018426386585601584,0.040427120822772444,906.247625738153,454.025092917946,456.04991285214,148.528953767509,704.628463162265,704.628463162265,1792.59848340442,1792.59848340442,0.9123281571423947,0.9123281571423947,4.594368082443068,4.594368082443068,3.454165419011379,3.454165419011379,2.2109924555840044,2.2109924555840044,6.15049087910593,6.15049087910593,5.047779237850292,5.047779237850292,15877.0,36660.8538805993,182757.767824956,42303.8100292472,66.0771788894316,66.0771788894316,156.218684534249,156.218684534249,178772.774946891,178772.774946891,100.287957862271,134.4,0.16402750615103212,-1.7655301407768942,0.29202996129160663,2.1833890965688774,0.7164776940136397,0.7164776940136397,0.6243471707657378,0.6243471707657378,3.5729516841434883,3.5729516841434883,-0.9753045075306832,0.14903129657228842,2
2016-03-01,489990,179550,310440,151350,72463,43700,35185,1.8855448492687055,-0.6353141706050947,-0.6353141706050947,3.402792581539127,3.402792581539127,1.4464582551343197,-4.241935697012145,1.4391829155060432,15.59563703265654,61822.7461075678,853095.249383929,230916.0,5317508.0,3.127626762566482,2.445221008820342,1.2896094325718588,1.312902738426014,929.580663348371,440.003254870574,443.627655576877,151.176808767287,707.58865863936,707.58865863936,1787.85554234923,1787.85554234923,2.5746867575198173,2.5746867575198173,-3.0883398882770807,-3.0883398882770807,-2.7238810764317667,-2.7238810764317667,1.7827197543737405,1.7827197543737405,0.42010728090802196,0.42010728090802196,-0.2645846852543543,-0.2645846852543543,16021.0,37078.4491853754,182662.29219664,42714.702979157,69.4836665759438,69.4836665759438,159.660114747863,159.660114747863,189121.249320512,189121.249320512,101.822682900824,134.4,0.9069723499401716,1.139076864210975,-0.05224162532312393,0.9712906464588444,5.1553164704751575,5.1553164704751575,2.202956851079807,2.202956851079807,5.788618751761998,5.788618751761998,1.5303183664989062,0.0,3
2016-04-01,492082,182401,309681,165960,79978,47177,38803,0.4269474887242497,1.5878585352269603,1.5878585352269603,-0.24449168921530928,-0.24449168921530928,9.65312190287413,10.370809930585256,7.95652173913044,10.282790962057685,63310.214041806,865106.362947827,231745.0,5347472.0,2.4060204825746556,1.4079451939946974,0.35900500614942654,0.5634970365818059,896.416218191204,437.107987114713,450.136478232704,147.238804749172,682.071174902825,682.071174902825,1748.7904029002,1748.7904029002,-3.5676780364285787,-3.5676780364285787,-0.6580105314704099,-0.6580105314704099,1.4671814468742328,1.4671814468742328,-2.6048995545189357,-2.6048995545189357,-3.6062595725605995,-3.6062595725605995,-2.1850277342708946,-2.1850277342708946,16279.0,37925.3616953892,183576.26208773,43575.480993762,68.8481603233063,68.8481603233063,161.32380679009,161.32380679009,188918.074651968,188918.074651968,101.915070100191,134.7,1.610386367892147,2.2841098498473267,0.5003604630703373,2.015179679523982,-0.9146124318913262,-0.9146124318913262,1.042021073863264,1.042021073863264,-0.10743090439280234,-0.10743090439280234,0.09073341689196379,0.22321428571427937,4
